DESCRIPTN,OBJECTID,BLDG_ID,HERITAGE,BINDER,SHAPE.area,SHAPE.len,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,STRATA,M_BLDGHGT,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND,SQM_RES,SQM_NRES,SQM_XRES,SQM_XNRES,SS_REGDATE,SS_CODE,SS_STATDEC,MOVED,DEMOLISH,SIGNIFICANT
"Built in 1939 by the Royal City National Slovak Society, the Slovak Rest Home was subsequently converted to a Daycare Centre in 1973. The structure features a gabled roof with a false stepped gable facade. The front entrance is accentuated by an ogee pediment which indicates a secondary influence from the Colonial Revival style. The building has a single gable dormer, intersecting side gable, and stucco siding.",2070,7849,Y,3,270.2126,82.5210502659152,13209000,,647,EWEN AVE,RAINBOW DAY CARE CENTRE,1931,ITALIAN MUTUAL AID S,,N,0,0,2,0,214.88,214.88,2,0,281.31,281.31,0,0,0,20020601080000,Not Allowed,,0,0,
"Built around 1919, this house demonstrates many of the elements of the Prairie style. The low pitched hipped roof, overhanging eaves, and horizontallines are strong Prairie elements. The gabled roof dormers, eyelid roof vent, and front cross gable give this house its distinctive character.",2071,853,Y,3,137.0441,49.1233359293652,2889000,,452,FADER ST,,1919,,,N,0,1,2,0,101.08,101.08,1,101.08,147.07,248.14,0,0,0,,Unknown,,0,0,
"This 1908 Cottage takes its hipped roof with flared eaves, from the Prairie style. The partial-width porch has a matching roofline and is supported by plain columns. H. C. Chamberlain was an early resident of the house.",2072,812,Y,3,130.7864,51.4836093451804,2848000,,463,FADER ST,H.C. CHAMLERLAIN HOUSE,1908,GEORGE N. SHERWOOD,,N,7.62,1,2,0,115.2,111.39,1,33.07,198.72,231.79,0,0,0,,Unknown,,0,0,
"This Craftsman style house features a low pitched front gabled roof with gabled porch supported by heavy piers. Decorative elements are the exposed beam ends with braces, verge boards, and clinker brick chimney. James R. Gloster, chief clerk and auditor for Swift's Meat Packers lived here from 1927 for many years.",2073,4480,Y,2,143.457943,56.3625585096358,8407000,,109,FIFTH AVE,,1913,F. BAXTER,,N,0,1,2,0,78.87,78.87,1,76.92,121.8,198.72,0,0,0,,Unknown,,0,0,
"Built in 1939 by Ken Matheson for his son, F.A. Matheson, this Colonial Revival style house features a side gabled roof with three front-facing gable dormers cutting the cornice line. It is ornamented by dentils and entablature over the doorway, contrasting wood trim, one-storey bay window, and decorative octagonal windows.",2074,3528,Y,2,93.066878,45.8929954560484,6636000,,110,FIFTH AVE,F.A. MATHESON HOUSE,1939,KEN MATHESON,,N,0,1,2,0,78.04,78.04,1,78.04,150.87,228.91,0,0,0,,Unknown,,0,0,
"Irving Wintemute was a mining recorder for the Provincial government and lived in this house, with his wife, Martha, and their three children, from 1912 until 1943. Irving's father, Joseph Wintemute, was a furniture maker and operated the Wintemute Cyclery and Furniture Factory, formerly on the site of the Elks Building at 435 Columbia Street. The Wintemute house is designed in the side gabled Craftsman style and features a shed dormer, shingle exterior cladding, braces under the eaves, and a clinker brick chimney. Its heritage value is enhanced by the large, well-matched pair of Monkey Puzzle trees which were planted around 1912. This type of tree was imported from Chile before the opening of the Panama Canal in 1914. Dennis and Yvonne Cocke are the present owners of the house and with their cooperation; it was designated as a Municipal Heritage Site on July 8, 1985. Dennis Cocke served as New Westminster's member of the Provincial legislature from 1969 - 1986.",2075,4479,Y,2,168.0109,53.407455714276,8406000,,111,FIFTH AVE,WINTEMUTE-COCKE HOUSE,1912,IRVING WINTEMUTE,W.P. SMITH,N,0,1,2,0,104.24,104.24,1,98.11,151.06,249.17,0,0,0,,Unknown,,0,0,
"This house style is sometimes called Dutch Colonial because of its gambrel roofed shed dormer and the centered entrance is accentuated by a triangular pediment. Douglas Phipps, the owner was Secretary of Trapp Motors.",2076,3529,Y,2,98.5509,40.2057999915802,6637000,,112,FIFTH AVE,,1938,DOUGLAS PHIPPS,,N,0,1,2,0,75.81,75.81,1,75.81,151.62,227.43,0,0,0,,Unknown,,0,0,
Supporting Listing,2077,4477,Y,2,191.7332495,65.6935587370468,8404000,,115,FIFTH AVE,,1910,G.O. MANNERING,,N,7.6,1,2,0,104.14,94.95,1,104.14,184.04,288.19,0,0,0,,Unknown,,0,0,
Supporting Listing,2078,3530,Y,2,182.73025,64.7128104703033,6638000,,116,FIFTH AVE,,1928,J.R. SPEAR,,N,0,1,2,0,122.17,122.17,1,121.61,172.34,293.95,0,0,0,,Unknown,,0,0,
"This house was built for John Lewis Goss, chief keeper at the B.C. Penitentiary. The second storey was added in the 1970, resulting in the contrast in styles between the upper and lower facades. The house contains some fine examples of stained glass.",2079,4476,Y,2,170.8449,55.3545289420354,8403000,,117,FIFTH AVE,J.L. GOSS HOUSE,1925,L. GOSS,,N,0,1,2,0,108.23,108.23,1,108.23,160.72,268.95,0,0,0,,Unknown,,0,0,
This Dutch Colonial house was built in 1928 and shows the characteristic gambrel roof. The facade is symmetrical and the centered entrance is emphasized by an ogee pedimented portico with entablature and classical columns. Alex L. Dryden lived here and was superintendent of Gypsum Lime and Alabastine.,2080,3531,Y,2,129.10155,45.4992401481607,6639000,,118,FIFTH AVE,,1928,A.L. DRYDEN,,N,0,1,2,0,107.86,107.86,1,89.84,197.7,287.53,0,0,0,,Unknown,,0,0,
Supporting Listing,2081,4475,Y,2,127.1969145,50.4619385186219,8402000,,119,FIFTH AVE,,1928,F.W. SHEPPARD,,N,6.66,1,2,0,107.02,107.02,1,85.1,199.56,284.65,0,0,0,,Unknown,,0,0,
"208 Fifth Avenue was built in 1910. It shows the hipped roof and hipped dormer with slightly flared eaves, characteristic of the Prairie style. The partial-width porch is set under the main roof and supported by classical columns. Alterations include the exterior cladding and front steps.",2082,3574,Y,2,162.0815,53.3058393272378,6684000,,208,FIFTH AVE,,1910,ROBERT LANE,,N,0,1,2,0,104.98,104.98,1,104.98,122.45,227.43,0,0,0,,Unknown,,0,0,
Supporting Listing,2083,4517,Y,2,182.1872,57.4493791886431,8444000,,209,FIFTH AVE,,1908,R.G. PATTERSON,,N,0,1,2,0,141.4,141.4,2,117.99,177.17,295.15,0,0,0,19980701080000,Legally Non-Conforming,,0,0,
Supporting Listing,2084,3575,Y,2,129.2937,46.5348878787673,6685000,,212,FIFTH AVE,,1910,ALBERT MUTHITH,,N,7.62,1,2,0,133.04,133.04,1,126.35,174.66,301.01,0,0,0,,Unknown,,0,0,
Supporting Listing,2085,4518,Y,2,118.6592,52.8513144443409,8445000,,213,FIFTH AVE,,1907,WILLIAM H. PATTERSON,,N,0,1,2,0,99.22,99.22,1,99.22,140.47,239.69,0,0,0,,Unknown,,0,0,
Supporting Listing,2086,2818,Y,2,99.99958685,39.9999173704169,6686000,,214,FIFTH AVE,,1890,MARY ENGLISH,FERGUS LAIDLAW,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2005,
Supporting Listing,2087,4519,Y,2,115.9995895,47.2621116607343,8446000,,215,FIFTH AVE,,1911,MALCOLM STUART,,N,0,1,2,0,86.12,86.12,1,62.71,148.83,211.54,0,0,0,,Unknown,,0,0,
"The complex shape of this 1908 house suggests the Shingle style, with its A-frame roof and shed dormers. The roof pitch, however, is more typical of the Classic Frame style. The house has a cross gable at the rear. Both gable facades feature a one-storey bay. The exterior has been covered with modern siding. Gowan S. Macgowan, the owner was a bursar at the Insane Asylum in 1908.",2088,4520,Y,2,101.2209,43.5991470708026,8447000,,217,FIFTH AVE,,1908,W.D. GOODFELLOW,,N,7.31,1,2,0,132.76,132.76,1,130.34,260.22,390.56,0,0,0,,Unknown,,0,0,
"Built in 1905, this house has a cross gabled roof and a porch, extending the full width of the front-facing gable. The exposed rafters suggest the Craftsman style. In 1909, the house belonged to Paul Swenceskie, mill band.",2089,4521,Y,2,154.29544,59.7484082469905,8448000,,219,FIFTH AVE,PAUL SWENCESKIE HOUSE,1902,PAUL SWENCESKI,,N,0,0,2,0,111.2,111.2,1,0,136.57,136.57,0,0,0,,Unknown,,0,0,
"This house was built in 1913 for James Alfred Motherwell, of Motherwell and Company, Real Estate and Insurance Brokers. The house shows elements from the Prairie style in its low pitched hipped roof with slightly flared eaves and one-storey porch wing. The original clapboard and shingle exterior is covered by stucco. Motherwell became inspector of Dominion Fisheries in 1926.",2090,4522,Y,2,145.26835,51.9898729477659,8449000,,221,FIFTH AVE,J.A. MOTHERWELL HOUSE,1913,J.A. MOTHERWELL,,N,0,1,2,0,96.34,96.34,1,91.04,187.39,278.43,0,0,0,,Unknown,,0,0,
"These two houses were owned and built in 1925 by E.J. Chesterfield, with a design by Gardiner and Mercer. The Craftsman design features a hipped roof with gabled entry porch, decorated by false half -timbering. They are built as mirror images of each other. Sampson was a dentist and Simpson was a teacher.",2091,4523,Y,2,149.63723,54.3101815966121,8450000,,223,FIFTH AVE,J. ALLAN SAMPSON HOUSE,1925,E.J. CHESTERFIELD,GARDINER & MERCER,N,7.58,1,2,0,103.49,103.49,1,90.3,143.91,234.21,0,0,0,,Unknown,,0,0,
"These two houses were owned and built in 1925 by E.J. Chesterfield, with a design by Gardiner and Mercer. The Craftsman design features a hipped roof with gabled entry porch, decorated by false half -timbering. They are built as mirror images of each other. Sampson was a dentist and Simpson was a teacher.",2092,4524,Y,2,146.7664605,54.9614297157481,8451000,,225,FIFTH AVE,MAJOR FREDERICK J. SIMPSON HOUSE,1925,E.J. CHESTERFIELD,GARDINER & MERCER,N,0,1,1,0,100.34,100.34,2,90.3,100.34,190.64,0,0,0,19981101080000,Registered Unauthorized (Pre-1998),,0,0,
Supporting Listing,2093,3581,Y,2,158.359542,62.3352421849238,6691000,,228,FIFTH AVE,,1895,,,N,0,1,1,0,148.74,148.74,1,140.38,148.74,289.11,0,0,0,,Unknown,,0,0,
Supporting Listing,2094,4525,Y,2,128.3298505,50.9283537637176,8452000,,235,FIFTH AVE,,1926,.PA. JONES,TOWNLEY & MATHESON,N,0,1,2,0,82.5,82.5,1,81.29,163.79,245.08,0,0,0,,Unknown,,0,0,
"This house originally belonged to David Bain, a local contractor and alderman. The Queen Anne style dominated domestic building during the period from about 1880 until 1900, and continued with decreasing popularity into the first decade of this century. The 1894 Bain house shows a typical Queen Anne roof form with a steeply pitched, hipped roof and lower cross gables. Ornamentation includes fish scale shingles, drop finials, dentils at cornice line, brackets, bay windows, and patterned brick chimney.",2095,4526,Y,2,174.1774865,60.8626970691509,8453000,,237,FIFTH AVE,DAVID BAIN HOUSE,1894,DAVID BAIN,"GRANT, GEORGE W.",N,0,1,2,0,124.12,124.12,1,53.88,214.42,268.3,0,0,0,,Unknown,,0,0,
"301 Fifth Avenue was built in 1909 and features the low pitched hipped roof with slightly flared eaves, common to the Prairie style. The full-width porch has been enclosed and the exterior stuccoed. Arthur B. Etherington, commercial master, was the original owner.",2096,4584,Y,2,152.2264,52.6808621376641,8524000,,301,FIFTH AVE,A.E. ETHERINGTON HOUSE,1909,A.E. ETHERINGTON,,N,8.91,1,2,0,125.6,125.6,1,125.6,219.72,345.32,0,0,0,,Unknown,,0,0,
Supporting Listing,2097,10908,Y,2,99.99958685,39.999917370417,8525000,,305,FIFTH AVE,,1893,,HENRY MATHERS,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2010,
"This Pioneer Tent style house features the typical front gabled roof and full-width porch. The gable is ornamented with fish scale shingles. The lower facade is clad in clapboard siding, the upper in stucco. The basement was added after 1922 by Alex Archibald, retired teamster.",2098,3620,Y,2,130.7645,48.4825626163239,6731000,,306,FIFTH AVE,,1907,A.H. SOLOMON,,N,0,1,3,0,77.85,77.85,1,77.85,190.73,268.58,0,0,0,,Unknown,,0,0,
"Built by William Lane in 1910, 309 Fifth Avenue has a front gabled roof, and wrap porch. The gable contains a Palladian window and the exterior is clad in shingles and clapboard.",2099,4586,Y,2,172.63581,56.3873419185616,8526000,,309,FIFTH AVE,,1910,H.O. PHILLIPS,,N,0,1,3,0,111.2,111.2,2,111.2,236.07,347.27,0,0,0,,Unknown,,0,0,
Supporting Listing,2100,3619,Y,2,117.627349,52.0655523957252,6730000,,310,FIFTH AVE,,1927,E. BEALE,,N,0,1,2,0,73.67,73.67,1,73.67,147.34,221.02,0,0,0,,Unknown,,0,0,
"The design of this 1907 cottage uses elements from the earlier Queen Anne style, such as the irregular roof line, and simplifies them, creating the more reserved character of an Edwardian house. It features a side gabled roof with front cross gable extended over a projected bay window. The exterior cladding is not original. Adam S. Cunningham was a carpenter.",2101,7364,Y,2,99.99958685,39.9999173704169,8528000,,317,FIFTH AVE,Adam S Cunningham House,1907,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1997,
Supporting Listing,2102,3617,Y,2,142.023717,53.8486273726675,6728000,,320,FIFTH AVE,,1900,ANNIE MOWBRAY,,N,0,1,1,0,112.97,112.97,1,112.97,112.97,225.94,0,0,0,,Unknown,,0,0,
Supporting Listing,2103,4589,Y,2,151.1371875,54.800749062605,8529000,,321,FIFTH AVE,,1925,M.E. KELLER,"BOUGHEN, E.J.",N,0,1,2,0,118.08,118.08,1,114.18,143.35,257.53,0,0,0,,Unknown,,0,0,
Supporting Listing,2104,3846,Y,2,157.1947615,55.4119919924619,7092000,,402,FIFTH AVE,,1924,LILLIAN MAJORS,,N,0,1,2,0,140.66,140.66,1,85.01,237.92,322.93,0,0,0,,Unknown,,0,0,
"This house was built for F.H. Smith, a salesman for Pat Burns and Co. Its Craftsman design shows features typical of that style, such as the low pitched gable roof, long shed dormer, gabled entry porch, and exposed rafter and beam ends.",2105,4594,Y,2,158.688676,56.0732985119137,8534000,,405,FIFTH AVE,J.A. SMITH HOUSE,1921,F.H. SMITH,BOWMAN & CULLEN,N,0,1,2,0,107.67,107.67,1,107.67,150.78,258.46,0,0,0,,Unknown,,0,0,
Supporting Listing,2106,3845,Y,2,152.5195845,51.7623311774999,7091000,,406,FIFTH AVE,,1928,W.D. BOWDEW,,N,7.62,1,2,0,111.48,109.63,1,111.48,187.94,299.43,0,0,0,,Unknown,,0,0,
"This 1928 example of the Eastern Cottage style shows the characteristic chamfered roof line, with chamfered gable dormers and entry porch. The exterior is clad in stucco with contrasting wood trim. The owner, Duncan E. Crawford worked at Swift's Meat Company in Sapperton.",2107,4593,Y,2,138.8,50.8730699440963,8533000,,413,FIFTH AVE,,1928,F.X. CORMIER,,N,0,1,2,0,97.08,97.08,1,96.15,129.6,225.75,0,0,0,,Unknown,,0,0,
"The emphasis on horizontal lines of the Prairie style gives this house a wide appearance. It was built in 1911 at a cost of $2,500. The roof is hipped, with a low pitch, and is pierced by a short wide hipped dormer. The partial-wide porch is set under the second storey. ",2108,10746,Y,2,99.99958685,39.999917370417,7066000,,610,FIFTH AVE,,1911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1988,
"1001 Fifth Avenue is an interesting example of the Prairie style, with its multiple eave levels. The design features a hipped roof, tow pitched with slightly flared eaves, hipped dormers, and full-width porch. Alterations include the porch enclosure and entrance below grade. W. McWhinnie, a boilermaker lived here in 1909.",2109,4680,Y,2,141.2605,53.008851524233,8745000,,1001,FIFTH AVE,,1891,,,N,0,1,2,0,127.56,127.56,3,127.56,226.13,353.68,0,0,0,19990201080000,Multiple Suites,,0,0,
